Timestamp,Action,Symbol,Quantity,Price,FGI_Value,FGI_Momentum,FGI_Velocity,Volatility,Portfolio_Value,Buying_Power,Signal_Reason,Days_Held
2026-04-20 13:10:03,BOUGHT,SPY,70,708.760009765625,69.51,0.9466666666666583,2.056666666666667,0.1907,25000.0,50000.0,"Strong momentum/velocity, low volatility",0
2026-04-21 13:10:07,SOLD,SPY,70,704.1500244140625,67.2,-1.0666666666666629,-0.29666666666666686,0.1798,24756.4,150.9,Momentum reversal or high volatility,1
2026-04-22 13:10:02,NO_ACTION,SPY,0,711.1799926757812,68.09,-0.1766666666666623,0.0,0.1824,24759.44,49518.88,Insufficient momentum/velocity for entry,0
2026-04-23 13:42:44,NO_ACTION,SPY,0,708.4500122070312,66.31,-0.8900000000000006,-1.0666666666666675,0.1818,24759.44,49518.88,Insufficient momentum/velocity for entry,0
2026-04-24 13:10:02,NO_ACTION,SPY,0,713.9749755859375,65.8,-0.9333333333333371,-0.46666666666666856,0.1841,24759.44,49518.88,Insufficient momentum/velocity for entry,0
2026-04-27 13:10:02,NO_ACTION,SPY,0,715.0999755859375,67.34,0.8566666666666691,-0.25,0.1655,24759.44,49518.88,Insufficient momentum/velocity for entry,0
2026-04-28 13:10:02,NO_ACTION,SPY,0,711.5449829101562,64.26,-1.5400000000000063,-0.6833333333333323,0.1442,24759.44,49518.88,Insufficient momentum/velocity for entry,0
2026-04-29 13:10:02,NO_ACTION,SPY,0,711.6300048828125,63.23,-1.7133333333333454,-0.8566666666666668,0.1456,24759.44,49518.88,Insufficient momentum/velocity for entry,0
2026-04-30 13:10:02,NO_ACTION,SPY,0,718.6599731445312,66.46,1.8100000000000023,-0.29333333333333655,0.1186,24759.44,49518.88,Insufficient momentum/velocity for entry,0
2026-05-01 13:11:03,BOUGHT,SPY,68,720.42,66.6,1.1699999999999875,0.7799999999999964,0.1197,24757.4,528.28,"Strong momentum/velocity, low volatility",0
2026-05-04 13:11:03,SOLD,SPY,68,717.38,63.26,-2.1799999999999997,0.010000000000000378,0.1191,24552.72,49105.44,Momentum reversal or high volatility,3
2026-05-05 13:11:03,BOUGHT,SPY,67,723.86,67.31,1.586666666666659,0.28333333333333616,0.1228,24554.73,608.83,"Strong momentum/velocity, low volatility",0
2026-05-06 13:10:02,NO_ACTION,SPY,0,733.8599853515625,68.54,2.1700000000000017,0.6466666666666706,0.1226,25222.03,1276.11,Holding position - indicators still favorable (1/8 days),1
2026-05-07 13:11:03,SOLD,SPY,67,731.9,67.71,-0.14333333333334508,1.4833333333333318,0.1017,25091.38,50182.76,Momentum reversal or high volatility,2
2026-05-08 13:10:02,NO_ACTION,SPY,0,737.530029296875,67.14,-0.6566666666666805,-0.05666666666666723,0.1046,25091.36,50182.72,Insufficient momentum/velocity for entry,0
2026-05-11 13:10:02,NO_ACTION,SPY,0,739.260009765625,67.34,-0.05666666666665776,-0.40000000000000097,0.1045,25091.36,50182.72,Insufficient momentum/velocity for entry,0
2026-05-12 13:10:02,NO_ACTION,SPY,0,738.1699829101562,66.43,-0.5400000000000063,-0.4266666666666623,0.1025,25091.36,50182.72,Insufficient momentum/velocity for entry,0
2026-05-13 13:10:02,NO_ACTION,SPY,0,742.3699951171875,66.09,-0.5300000000000153,-0.34999999999999903,0.099,25091.36,50182.72,Insufficient momentum/velocity for entry,0
2026-05-14 13:10:02,NO_ACTION,SPY,0,748.1699829101562,66.17,-0.060000000000002274,-0.39000000000000057,0.0979,25091.36,50182.72,Insufficient momentum/velocity for entry,0
2026-05-15 13:10:02,NO_ACTION,SPY,0,739.1199951171875,64.09,-1.3600000000000136,-0.7800000000000011,0.0994,25091.36,50182.72,Insufficient momentum/velocity for entry,0
